taxonid,scientific_name,kingdom,phylum,class,order,family,genus,main_common_name,authority,published_year,assessment_date,category,criteria,population_trend,marine_system,freshwater_system,terrestrial_system,assessor,reviewer,aoo_km2,eoo_km2,elevation_upper,elevation_lower,depth_upper,depth_lower,errata_flag,errata_reason,amended_flag,amended_reason
170147747,Bakeridesia notolophium,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,Bakeridesia,Algodoncillo,(A.Gray) Hochr.,2020,2020-06-02,EN,A2ac,Decreasing,FALSE,FALSE,TRUE,"Fuentes, A.C.D., Martínez Salas, E. & Samain, M.-S.","Oldfield, S.",84,8370,1000,150,NA,NA,NA,NA,NA,NA
63906987,Gossypium darwinii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,Gossypium,Darwin's Cotton,G.Watt,2014,2005-12-31,LC,NA,Stable,FALSE,FALSE,TRUE,"Tye, A. & Callebaut, J.","Hilton-Taylor, C. & Sayer, C.",NA,NA,1000,0,NA,NA,NA,NA,NA,NA
180252488,Mollia paraensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,Mollia,NA,Baehni,2020,2020-05-29,DD,NA,Unknown,FALSE,FALSE,TRUE,"Fernandez, E., Gomes, M., Jordão, L. & Martinelli, G.","da Rosa, P.",4,4,NA,NA,NA,NA,NA,NA,NA,NA
46204,Byttneria flexuosa,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,Byttneria,NA,Killip,2004,2004-04-30,EN,A4c,NA,FALSE,FALSE,TRUE,"Santiana, J. & Pitman, N.","Valencia, R., Pitman, N., Léon-Yánez, S. & Jørgensen, P.M. (Ecuador Plants Red List Authority)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148543649,Sterculia costaricana,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,Sterculia,NA,Pittier,2019,2018-06-12,LC,NA,Stable,FALSE,FALSE,TRUE,"Condit, R.","Beech, E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164906452,Ayenia cuatrecasae,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,Ayenia,NA,Cristóbal,2020,2020-07-01,EN,B1ab(iii),Decreasing,FALSE,FALSE,TRUE,"Lopez-Gallego, C. & Morales M, P.","Beech, E.",NA,1188,200,100,NA,NA,NA,NA,NA,NA
133317900,Nototriche staffordiae,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,Nototriche,NA,B.L. Burtt &amp; A.W. Hill,2019,2018-11-21,LC,NA,Stable,FALSE,FALSE,TRUE,"Montesinos Tubée, D. & Trinidad Patricio, H.","Pazmino, M.",12,14650,4700,4570,NA,NA,NA,NA,NA,NA
36987,Quararibea velutina,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,Quararibea,NA,Cuatrec.,1998,1998-01-01,VU,D2,NA,FALSE,FALSE,TRUE,World Conservation Monitoring Centre,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164913038,Matisia sulcata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,Matisia,NA,(Cuatrec.) Cuatrec.,2020,2020-07-15,CR,B2ab(iii),Decreasing,FALSE,FALSE,TRUE,"Lopez-Gallego, C. & Morales M, P.","Beech, E.",4,4,1700,1200,NA,NA,NA,NA,NA,NA
164911958,Matisia carderi,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,Matisia,Cabuyo,Fern.Alonso,2020,2020-01-31,CR,B2ab(iii),Decreasing,FALSE,FALSE,TRUE,"Lopez-Gallego, C. & Morales M, P.","Beech, E.",4,NA,1000,700,NA,NA,NA,NA,NA,NA
177822308,Pseudobombax petropolitanum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,Pseudobombax,NA,A.Robyns,2020,2020-01-24,EN,B2ab(iii),Decreasing,FALSE,FALSE,TRUE,"Fernandez, E., Amorim, E., Wagner Ribeiro Júnior, J., da Rosa, P., Martinelli, G. & Ferreira, C.","Moraes, M.",100,55196,NA,NA,NA,NA,NA,NA,NA,NA
147027384,Grewia asiatica,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,Grewia,NA,L.,2019,2018-06-12,LC,NA,Stable,FALSE,FALSE,TRUE,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Sivadas, D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71774702,Gossypium mustelinum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,Gossypium,NA,Miers ex G.Watt,2019,2018-10-19,EN,"B2ab(i,ii,iii,iv,v)",Decreasing,FALSE,FALSE,TRUE,"Rowe, J. & Silva, E.F.","Magos Brehm, J.",92,183650,702,0,NA,NA,NA,NA,NA,NA
150119716,Hampea trilobata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,Hampea,NA,Standl.,2019,2018-06-12,LC,NA,Stable,FALSE,FALSE,TRUE,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Lobo, SL, Brewer, S.W.B., MacVean, A.L., Coronado, I., Rodríguez, D., Lopez-Gallego, C., Fuentes, A.C.D., Martínez Salas, E., Samain, M.-S., Linares, J., Espinoza Flores, Y., Pillco Huarcaya, R., Condit, R., Hartshorn, G., Zamora, N.A. & Rodríguez González, AR",2304.00,690106.74,NA,NA,NA,NA,NA,NA,NA,NA
